/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_54_970.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_54_970.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_54_970.jpg, 0, 0, 0, 8.190346E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_073.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_073.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_073.jpg, 0, 0, 0, 7.88344E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_174.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_174.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_174.jpg, 0, 0, 0, 8.41944E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_280.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_280.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_280.jpg, 0, 0, 0, 7.894122E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_390.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_390.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_390.jpg, 0, 0, 0, 8.155862E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_507.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_507.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_507.jpg, 0, 0, 0, 7.953669E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_610.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_610.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_610.jpg, 0, 0, 0, 7.861467E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_714.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_714.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_714.jpg, 0, 0, 0, 7.808357E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_816.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_816.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_816.jpg, 0, 0, 0, 7.838156E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_55_920.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_55_920.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_55_920.jpg, 0, 0, 0, 7.873798E-05
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_56_030.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_56_030.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_56_030.jpg, 0, 0.1850967, 0, 0.0715545
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_56_190.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_56_190.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_56_190.jpg, 0, 0.6517979, 0, 1.049422
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_56_295.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_56_295.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_56_295.jpg, -0.02805591, 0.3562349, 0, 1.589496
/Users/elliotbriant/Desktop/data/IMG/center_2019_10_15_16_00_56_442.jpg, /Users/elliotbriant/Desktop/data/IMG/left_2019_10_15_16_00_56_442.jpg, /Users/elliotbriant/Desktop/data/IMG/right_2019_10_15_16_00_56_442.jpg, -0.5011679, 0, 0, 1.782124
